Number,Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,eigencentrality
1406,Ve,Ve,4,0.360382,0.374503,0,0.00598
1421,Vili,Vili,4,0.360382,0.374503,0,0.00598
372,Disco Devil,Disco Devil,4,0.35799,0.371854,0,0.007005
516,Gadget,Gadget,4,0.35799,0.371854,0,0.007005
523,Gamecock,Gamecock,4,0.35799,0.371854,0,0.007005
679,Jennie Royce,Jennie Royce,4,0.35799,0.371854,0,0.007005
680,Jeryn Hogarth,Jeryn Hogarth,4,0.35799,0.371854,0,0.007005
729,Keith Augustin,Keith Augustin,4,0.35799,0.371854,0,0.007005
777,Little Ben Donovan,Little Ben Donovan,4,0.35799,0.371854,0,0.007005
853,Mangler,Mangler,4,0.35799,0.371854,0,0.007005
867,Marta Cardona,Marta Cardona,4,0.35799,0.371854,0,0.007005
1187,Senor Magico,Senor Magico,4,0.35799,0.371854,0,0.007005
8,Adora,Adora,4,0.356805,0.374669,0,0.005189
342,David Green,David Green,4,0.356805,0.374669,0,0.005189
462,Eve Bakian,Eve Bakian,4,0.356805,0.374669,0,0.005189
503,Fraktur,Fraktur,4,0.356805,0.374669,0,0.005189
511,Freya Shane,Freya Shane,4,0.356805,0.374669,0,0.005189
532,Garthan Saal,Garthan Saal,4,0.356805,0.374669,0,0.005189
572,Grot,Grot,4,0.356805,0.374669,0,0.005189
641,Irani Rael,Irani Rael,4,0.356805,0.374669,0,0.005189
703,Josh Atwater,Josh Atwater,4,0.356805,0.374669,0,0.005189
712,K'thol,K'thol,4,0.356805,0.374669,0,0.005189
751,Kyle Dyne,Kyle Dyne,4,0.356805,0.374669,0,0.005189
775,Lindy Nolan,Lindy Nolan,4,0.356805,0.374669,0,0.005189
803,Lucas Maats,Lucas Maats,4,0.356805,0.374669,0,0.005189
841,Malik Tarcel,Malik Tarcel,4,0.356805,0.374669,0,0.005189
879,Matu,Matu,4,0.356805,0.374669,0,0.005189
939,Morrow,Morrow,4,0.356805,0.374669,0,0.005189
1052,Powerhouse,Powerhouse,4,0.356805,0.374669,0,0.005189
1075,Pyo,Pyo,4,0.356805,0.374669,0,0.005189
1080,Qubit,Qubit,4,0.356805,0.374669,0,0.005189
1123,Rhomann Dey,Rhomann Dey,4,0.356805,0.374669,0,0.005189
1134,Robert Rider,Robert Rider,4,0.356805,0.374669,0,0.005189
1158,Samaya,Samaya,4,0.356805,0.374669,0,0.005189
1287,Suki Yumiko,Suki Yumiko,4,0.356805,0.374669,0,0.005189
1311,Tanak Valt,Tanak Valt,4,0.356805,0.374669,0,0.005189
1314,Tas'Wzta,Tas'Wzta,4,0.356805,0.374669,0,0.005189
1364,Torthar,Torthar,4,0.356805,0.374669,0,0.005189
1369,Tre Owens,Tre Owens,4,0.356805,0.374669,0,0.005189
1504,Zan Philo,Zan Philo,4,0.356805,0.374669,0,0.005189
1510,Zyziwc Tiel,Zyziwc Tiel,4,0.356805,0.374669,0,0.005189
1055,Praxagora,Praxagora,4,0.354377,0.365728,0,0.002855
1143,Ronan the Accuser,Ronan the Accuser,4,0.354377,0.365728,0,0.002855
1309,Talos,Talos,4,0.354377,0.365728,0,0.002855
